1,0,32472,38077,30864,22852,35833,39632,0,0
2,960,32319,38185,30438,23372,36408,38998,0,0
3,1920,32355,38072,29908,23993,36909,38466,0,0
4,2880,32575,37750,29324,24656,37289,38085,0,0
5,3840,32960,37248,28737,25303,37515,37890,0,0
6,4800,33474,36610,28200,25875,37567,37898,0,0
7,5760,34073,35894,27762,26321,37439,38108,0,0
8,6720,34701,35166,27462,26600,37143,38502,0,0
9,7680,35301,34490,27328,26687,36705,39043,0,0
10,8640,35821,33927,27372,26574,36167,39683,0,0
11,9600,36212,33530,27589,26271,35575,40365,0,0
12,10560,36439,33332,27960,25806,34983,41026,0,0
13,11520,36483,33353,28451,25221,34445,41607,0,0
14,12480,36338,33590,29019,24568,34010,42056,0,0
15,13440,36018,34022,29612,23907,33716,42332,0,0
16,14400,35553,34610,30176,23297,33590,42409,0,0
17,15360,34983,35300,30660,22793,33644,42282,0,0
18,16320,34360,36032,31022,22441,33873,41962,0,0
19,17280,33742,36737,31227,22272,34255,41476,0,0
20,18240,33182,37354,31258,22302,34757,40871,0,0
21,19200,32733,37826,31112,22528,35333,40199,0,0
22,20160,32434,38110,30802,22929,35931,39522,0,0
23,21120,32312,38181,30355,23470,36498,38900,0,0
24,22080,32379,38033,29814,24102,36981,38391,0,0
25,23040,32628,37678,29225,24767,37338,38039,0,0
26,24000,33038,37150,28642,25405,37536,37877,0,0
27,24960,33570,36494,28119,25960,37558,37919,0,0
28,25920,34177,35772,27701,26380,37400,38162,0,0
29,26880,34804,35048,27428,26628,37079,38583,0,0
30,27840,35395,34387,27323,26682,36621,39144,0,0
31,28800,35896,33849,27396,26536,36070,39796,0,0
32,29760,36262,33482,27640,26204,35475,40478,0,0
33,30720,36460,33320,28034,25716,34888,41130,0,0
34,31680,36471,33378,28542,25115,34364,41693,0,0
35,32640,36296,33649,29117,24457,33950,42115,0,0
36,33600,35950,34110,29709,23800,33683,42359,0,0
37,34560,35464,34719,30263,23204,33587,42402,0,0
38,35520,34881,35421,30730,22723,33670,42242,0,0
39,36480,34256,36153,31067,22399,33926,41891,0,0
40,37440,33643,36848,31245,22263,34331,41383,0,0
41,38400,33098,37444,31246,22326,34849,40762,0,0
42,39360,32671,37887,31071,22583,35433,40085,0,0
43,40320,32400,38137,30736,23011,36030,39413,0,0
44,41280,32310,38171,30271,23571,36586,38806,0,0
45,42240,32408,37987,29717,24212,37051,38320,0,0
46,43200,32686,37601,29126,24877,37383,37998,0,0
47,44160,33119,37048,28550,25505,37552,37870,0,0
48,45120,33667,36377,28041,26040,37544,37946,0,0
49,46080,34282,35650,27645,26434,37358,38220,0,0
50,47040,34907,34931,27398,26651,37011,38668,0,0
51,48000,35486,34287,27323,26671,36535,39248,0,0
52,48960,35967,33774,27425,26493,35973,39909,0,0
53,49920,36307,33440,27697,26132,35375,40591,0,0
54,50880,36475,33314,28112,25622,34795,41232,0,0
55,51840,36455,33408,28634,25008,34287,41774,0,0
56,52800,36250,33714,29216,24346,33895,42169,0,0
57,53760,35878,34203,29805,23695,33654,42380,0,0
58,54720,35372,34831,30348,23115,33588,42389,0,0
59,55680,34779,35543,30796,22657,33702,42196,0,0
60,56640,34151,36273,31109,22363,33984,41816,0,0
61,57600,33546,36956,31257,22260,34411,41285,0,0
62,58560,33018,37530,31229,22356,34943,40651,0,0
63,59520,32615,37943,31026,22644,35533,39971,0,0
64,60480,32372,38158,30666,23096,36126,39306,0,0
65,61440,32313,38156,30183,23674,36671,38716,0,0
66,62400,32443,37936,29620,24323,37116,38254,0,0
67,63360,32748,37519,29027,24986,37423,37963,0,0
68,64320,33203,36942,28459,25602,37564,37868,0,0
69,65280,33766,36258,27966,26117,37525,37979,0,0
70,66240,34387,35528,27593,26483,37310,38284,0,0
71,67200,35008,34817,27373,26668,36939,38757,0,0
72,68160,35574,34191,27328,26655,36446,39354,0,0
73,69120,36035,33705,27459,26445,35874,40023,0,0
74,70080,36348,33404,27757,26057,35275,40702,0,0
75,71040,36485,33315,28193,25526,34704,41330,0,0
76,72000,36433,33445,28729,24900,34212,41851,0,0
77,72960,36199,33783,29316,24235,33843,42217,0,0
78,73920,35801,34299,29901,23592,33631,42396,0,0
79,74880,35278,34946,30431,23029,33595,42371,0,0
80,75840,34675,35665,30859,22596,33737,42145,0,0
81,76800,34047,36392,31145,22332,34046,41737,0,0
82,77760,33451,37060,31265,22262,34494,41185,0,0
83,78720,32941,37611,31207,22391,35039,40539,0,0
84,79680,32562,37993,30976,22709,35633,39857,0,0
85,80640,32350,38173,30593,23185,36222,39200,0,0
86,81600,32322,38134,30094,23778,36753,38629,0,0
87,82560,32482,37880,29522,24434,37178,38193,0,0
88,83520,32815,37433,28929,25093,37459,37933,0,0
89,84480,33291,36834,28370,25696,37570,37872,0,0
90,85440,33867,36138,27894,26189,37501,38016,0,0
91,86400,34492,35406,27545,26527,37259,38352,0,0
92,87360,35108,34705,27353,26680,36865,38849,0,0
93,88320,35660,34099,27337,26633,36355,39462,0,0
94,89280,36098,33641,27498,26392,35775,40137,0,0
95,90240,36383,33374,27821,25977,35177,40812,0,0
96,91200,36489,33321,28276,25426,34615,41426,0,0
97,92160,36407,33488,28824,24790,34141,41924,0,0
98,93120,36143,33858,29415,24125,33796,42261,0,0
99,94080,35722,34399,29994,23491,33612,42406,0,0
100,95040,35181,35062,30510,22946,33606,42347,0,0
101,96000,34570,35787,30917,22539,33778,42088,0,0
102,96960,33944,36509,31177,22307,34112,41654,0,0
103,97920,33359,37162,31268,22270,34579,41083,0,0
