"Time","Subsystem #1|Branch Currents|BRK_6_1_I_A","Subsystem #1|Branch Currents|BRK_6_1_I_B","Subsystem #1|Branch Currents|BRK_6_1_I_C","Subsystem #1|Branch Currents|BRK_6_2_I_A","Subsystem #1|Branch Currents|BRK_6_2_I_B","Subsystem #1|Branch Currents|BRK_6_2_I_C","Subsystem #1|CTLs|Vars|flt_enabled","Subsystem #1|CTLs|Vars|relay_protection"
0.0624,0.001479450873,-0.007239473288,0.005760440669,-0.001952054074,0.006601336633,-0.00464889448,0.0,0.0
0.06336,0.00364181858,-0.007646706202,0.004005292764,-0.00379278422,0.00676527705,-0.002972110025,0.0,0.0
0.06432,0.005475428644,-0.007363711774,0.001888685564,-0.005290970151,0.006318575174,-0.00102720632,0.0,0.0
0.06528,0.006814768927,-0.006416040726,-3.983212871E-4,-0.006311390965,0.005301551453,0.001010244421,0.0,0.0
0.06624,0.007538915092,-0.004889239769,-0.00264928115,-0.006761944427,0.003806027138,0.002956307732,0.0,0.0
0.0672,0.007582501116,-0.002921130804,-0.004660983066,-0.006601925051,0.001966997143,0.004635326434,0.0,0.0
0.06816,0.00694160569,-6.893722926E-4,-0.006251849438,-0.005845786699,-4.95522734E-5,0.005895715205,0.0,0.0
0.06912,0.005674058534,0.001604557731,-0.007278235081,-0.004561794298,-0.002061536541,0.006623715443,0.0,0.0
0.07008,0.003894297018,0.003753597611,-0.007647514177,-0.002865850757,-0.00388736705,0.006753614201,0.0,0.0
0.07104,0.001762979185,0.005563766514,-0.007326344464,-9.110571852E-4,-0.005362222666,0.006273672248,0.0,0.0
0.072,-5.27499644E-4,0.006871619718,-0.006343729336,0.001126140159,-0.006352962956,0.005227218175,0.0,0.0
0.07296,-0.002770364915,0.007559128079,-0.004788364549,0.003061829723,-0.006770144356,0.003708714269,0.0,0.0
0.07392,-0.004763155914,0.007564214854,-0.002800652865,0.004721279012,-0.006576116984,0.001855234899,0.0,0.0
0.07488,-0.006325999724,0.006886424342,-5.600266917E-4,0.005954691673,-0.005788387969,-1.658924553E-4,0.0,0.0
0.07584,-0.007317787798,0.005586941221,0.00173124981,0.006650707807,-0.004478072713,-0.002172231994,0.0,0.0
0.0768,-0.007649008449,0.003783075275,0.003866346532,0.006746521564,-0.002763451556,-0.003982651542,0.0,0.0
0.07776,-0.007289769544,0.001637662184,0.005652525559,0.00623347387,-7.993068429E-4,-0.005433757444,0.0,0.0
0.07872,-0.006272483932,-6.556337695E-4,0.006928539698,0.005157881919,0.001237054192,-0.006394535568,0.0,0.0
0.07968,-0.004688989996,-0.002889791695,0.007579217609,0.003616828481,0.003161809481,-0.006778258133,0.0,0.0
0.08064,-0.002682236744,-0.004863151304,0.007545808245,0.001749440592,0.004801233011,-0.006550268017,0.0,0.0
0.0816,-4.333635673E-4,-0.006397546581,0.006831329435,-2.757223783E-4,0.006007297415,-0.005731168273,0.0,0.0
0.08256,0.001854615217,-0.00735445953,0.005500277123,-0.002275827526,0.006671138042,-0.004394902509,0.0,0.0
0.08352,0.003975176277,-0.007647537359,0.00367280184,-0.004070356141,0.006732839086,-0.002662088505,0.0,0.0
0.08448,0.005736860587,-0.007250316436,0.001513875958,-0.005497285471,0.006186832957,-6.891445636E-4,0.0,0.0
0.08544,0.006980677014,-0.006198638781,-7.815922132E-4,-0.006427828048,0.005082403527,0.001345822032,0.0,0.0
0.0864,0.007594313356,-0.004587467517,-0.003006400817,-0.006777950823,0.003519235259,0.003259108716,0.0,0.0
0.08736,0.007522396706,-0.002562229717,-0.004959736977,-0.006516074036,0.001638459679,0.004878007864,0.0,0.0
0.08832,0.006771419803,-3.05738812E-4,-0.006465223645,-0.005665835978,-3.901543977E-4,0.00605638375,0.0,0.0
0.08928,0.005409165782,0.001978299213,-0.007387001233,-0.004303986723,-0.002383466313,0.006687866527,0.0,0.0
0.09024,0.003558594575,0.004083710614,-0.007641853372,-0.00255346122,-0.004161565492,0.006715438694,0.0,0.0
0.0912,0.001386782333,0.005820426807,-0.007206758301,-5.722806229E-4,-0.005563907912,0.006136609176,0.0,0.0
0.09216,-9.102198106E-4,0.007031685278,-0.006120999296,0.001460694499,-0.006463929036,0.005003640686,0.0,0.0
0.09312,-0.003125073533,0.007608135277,-0.004482600557,0.003361989442,-0.006780392692,0.003418816608,0.0,0.0
0.09408,-0.005057851915,0.007497752375,-0.002439445801,0.004959943389,-0.006484700821,0.00152517563,0.0,0.0
0.09504,-0.006534039709,0.006710502864,-1.759758561E-4,0.006110304085,-0.005603560349,-5.063122366E-4,0.0,0.0
0.096,-0.007420422765,0.005317428986,0.002103486008,0.006709237965,-0.004216510985,-0.002492285134,0.0,0.0
0.09696,-0.00763698047,0.003444291874,0.004193147873,0.006702676725,-0.002448761505,-0.00425346105,0.0,0.0
0.09792,-0.007164148519,0.001260200566,0.005904392708,0.006091200033,-4.598978975E-4,-0.005630874078,0.0,0.0
0.09888,-0.006044602879,-0.001037688779,0.007082763176,0.004930017725,0.001570550623,-0.006500150995,0.0,0.0
0.09984,-0.004379433394,-0.003241968827,0.007621862874,0.003323956932,0.003459303954,-0.006782839268,0.0,0.0
0.1008,-0.002318937842,-0.005153627747,0.007473031793,0.001417988749,0.005035862927,-0.006453419754,0.0,0.0
0.10176,-4.913092155E-5,-0.006600107394,0.006649704898,-6.158268562E-4,0.00615789526,-0.0055416288,0.0,0.0
0.10272,0.002225099394,-0.007450845896,0.005226205424,-0.002593900206,0.006724111312,-0.004129774589,0.0,0.0
0.10368,0.004298445511,-0.007629032428,0.003331040377,-0.004337677417,0.006683406184,-0.002345314165,0.0,0.0
0.10464,0.005983742923,-0.007118578838,0.001135282623,-0.005689723181,0.006039457823,-3.49321283E-4,0.0,0.0
0.1056,0.007128883617,-0.005965579053,-0.001162873797,-0.006527995566,0.004850392116,0.001678031314,0.0,0.0
0.10656,0.00763047705,-0.004274111776,-0.003355943257,-0.006776850636,0.003223560174,0.003553716965,0.0,0.0
0.10752,0.007443241135,-0.002196855409,-0.005245958157,-0.006413789855,0.001305798314,0.005108400281,0.0,0.0
0.10848,0.006584087286,7.865690321E-5,-0.006662322694,-0.005471596087,-7.29761318E-4,0.00620176559,0.0,0.0
0.10944,0.005130564329,0.002347023997,-0.007477170705,-0.00403533178,-0.002699374413,0.006735116909,0.0,0.0
0.1104,0.003213880717,0.004403468701,-0.007616942543,-0.002234636742,-0.004425245592,0.006660300222,0.0,0.0
0.11136,0.001007063677,0.006062376556,-0.007069035357,-2.32092745E-4,-0.005751548571,0.005984057116,0.0,0.0
0.11232,-0.001290681961,0.007173976702,-0.00588288902,0.001791572224,-0.006558612231,0.00476744248,0.0,0.0
0.11328,-0.003471924082,0.007637937127,-0.004165586942,0.003653656222,-0.006773541728,0.003120281411,0.0,0.0
0.11424,-0.005339769871,0.007412346825,-0.002072146543,0.005186059582,-0.006376943373,0.001191272059,0.0,0.0
0.1152,-0.006725594304,0.00651759684,2.084473039E-4,0.006250480311,-0.005404618919,-8.454615674E-4,0.0,0.0
0.11616,-0.007504318056,0.005034444728,0.002470314975,0.006750817416,-0.003944348692,-0.002806045707,0.0,0.0
0.11712,-0.007605641716,0.003096794021,0.004509297469,0.006641886419,-0.002127951682,-0.004513512941,0.0,0.0
0.11808,-0.007020405568,8.795426609E-4,0.006141302045,0.005933535618,-1.193858346E-4,-0.005813719994,0.0,0.0
0.11904,-0.005801446601,-0.001417147022,0.007219048115,0.00468971747,0.001900030089,-0.006589320201,0.0,0.0
0.12,-0.004058794278,-0.003585962993,0.007645215927,0.003022708173,0.00374800937,-0.006770275096,0.0,0.0
0.12096,-0.001949779449,-0.005431108541,0.007381344247,0.001082992807,0.005257711422,-0.006340256542,0.0,0.0
0.12192,3.352437439E-4,-0.006786044882,0.006451252088,-9.543486001E-4,0.006292847576,-0.00533807486,0.0,0.0
0.12288,0.002589985826,-0.007528442048,0.004938902176,-0.002905388641,0.006760008286,-0.003854207198,0.0,0.0
0.12384,0.004610914139,-0.007591278539,0.002980814262,-0.004593995406,0.006617012183,-0.002022598089,0.0,0.0
0.1248,0.006215599058,-0.006968888266,7.537422242E-4,-0.005867748243,0.005876754905,-8.580336441E-6,0.0,0.0
0.12576,0.007259190404,-0.005717455565,-0.001541258055,-0.006611663483,0.004606079229,0.002006031163,0.0,0.0
0.12672,0.00764746666,-0.003949954896,-0.003697038409,-0.00675859102,0.002919670683,0.003839353546,0.0,0.0
0.12768,0.007345364761,-0.001825933449,-0.005518966084,-0.006295250721,9.697653347E-4,0.005325918728,0.0,0.0
0.12864,0.006380190537,4.628665451E-4,-0.006842595912,-0.005263489083,-0.001067610533,0.006331520641,0.0,0.0
0.1296,0.004839062218,0.00270985776,-0.007548447023,-0.003756439027,-0.003008537952,0.006765381677,0.0,0.0
0.13056,0.002861091009,0.004712159729,-0.007572784932,-0.001910139602,-0.004677795751,0.006588364698,0.0,0.0
0.13152,6.248415119E-4,0.006289043153,-0.006913419459,1.08756204E-4,-0.005924715651,0.005816416548,0.0,0.0
0.13248,-0.001667818239,0.007298182148,-0.005629873712,0.002117976017,-0.006636753103,0.004519229224,0.0,0.0
0.13344,-0.003809953419,0.007648447742,-0.003838014306,0.003936135862,-0.00674960301,0.002813901911,0.0,0.0
0.1344,-0.005608177567,0.007308246408,-0.001699598418,0.005399179237,-0.006253095064,8.543681318E-4,0.0,0.0
0.13536,-0.006900140814,0.006308270359,5.923580737E-4,0.006374956119,-0.005192040792,-0.001182460441,0.0,0.0
0.13632,-0.00756923626,0.00473879318,0.002830935664,0.0067754093,-0.003662225323,-0.003112721814,0.0,0.0
0.13728,-0.007555067594,0.002741491922,0.004814065413,0.006564407329,-0.001801746219,-0.004762186911,0.0,0.0
0.13824,-0.006858908463,4.966741685E-4,0.006362723948,0.005760976451,2.214413541E-4,-0.005981947204,0.0,0.0
0.1392,-0.005543595871,-0.001793010629,0.007337115537,0.004437652668,0.002224714191,-0.006661919549,0.0,0.0
0.14016,-0.00372787845,-0.003920874647,0.007649278544,0.002713886005,0.00402724023,-0.006740670866,0.0,0.0
0.14112,-0.001575654096,-0.005694870175,0.007271032354,7.452992001E-4,0.005466297281,-0.006211130987,0.0,0.0
0.14208,7.187944462E-4,-0.00695481619,0.00623652994,-0.00129041986,0.00641196447,-0.005121076532,0.0,0.0
0.14304,0.002948335442,-0.007586981532,0.004639163986,-0.003209484589,0.006778891581,-0.003568929996,0.0,0.0
0.144,0.004911711748,-0.00753431233,0.002623111328,-0.004838685719,0.006533968699,-0.00169479728,0.0,0.0
0.14496,0.006431708233,-0.006801551278,3.703587659E-4,-0.006030920119,0.005699273653,3.321291686E-4,0.0,0.0
0.14592,0.007371098842,-0.00545486234,-0.001915720915,-0.006678594033,0.004350183125,0.00232889823,0.0,0.0
0.14688,0.007645083411,-0.003615798505,-0.004028777845,-0.006723227042,0.002608472682,0.004115254981,0.0,0.0
0.14784,0.007228916976,-0.001450368448,-0.005778037426,-0.00616079987,6.313607415E-4,0.005529923541,0.0,0.0
0.1488,0.006160176711,8.459354994E-4,-0.007005606761,-0.005042069349,-0.001402678951,0.006445201173,0.0,0.0
0.14976,0.004535344589,0.003065824927,-0.007600672181,-0.003468034615,-0.003310019991,0.006778489503,0.0,0.0
0.15072,0.00250109764,0.005008914705,-0.007509514077,-0.001580779241,-0.004918480023,0.006499699845,0.0,0.0
0.15168,2.410600608E-4,0.006499806293,-0.006740374836,4.493404759E-4,-0.006082881931,0.005633992584,0.0,0.0
0.15264,-0.002040743308,0.007403909041,-0.005362677391,0.002439040081,-0.006698087507,0.004259509967,0.0,0.0
0.1536,-0.004138338916,0.00763962138,-0.003500783263,0.0042087267,-0.006708591727,0.002500325103,0.0,0.0
0.15456,-0.005862375829,0.007185642303,-0.001322768828,0.005598630537,-0.006113432738,5.152493543E-4,0.0,0.0
0.15552,-0.007057224138,0.006082966245,9.747371799E-4,0.006483306514,-0.004966333916,-0.001516524595,0.0,0.0
0.15648,-0.007615015019,0.004431135103,0.003184350916,0.006782881989,-0.003370848622,-0.003411587279,0.0,0.0
0.15744,-0.0074854134,0.002379255193,0.005106616996,0.006470319125,-0.001471000299,-0.004998878822,0.0,0.0
0.1584,-0.006680103515,1.125546767E-4,0.006568004718,0.005573833284,5.617143195E-4,-0.006135083375,0.0,0.0
0.15936,-0.005271770531,-0.00216434799,0.007436580951,0.004174345736,0.0025437906,-0.006717681611,0.0,0.0
0.16032,-0.003387570047,-0.004245902652,0.007633955867,0.002398179522,0.004296314593,-0.006694049937,0.0,0.0
0.16128,-0.001197581501,-0.005944242609,0.007142288005,4.056983194E-4,0.00566106344,-0.006066319758,0.0,0.0
0.16224,0.001100505909,-0.007106034605,0.006005987013,-0.001623256463,0.006514863138,-0.004891164562,0.0,0.0
0.1632,0.003299244433,-0.007626400134,0.004327626701,-0.003505510371,0.006780643247,-0.003274676486,0.0,0.0
0.16416,0.005200141473,-0.007458364415,0.002258695986,-0.005071174947,0.006434395727,-0.001362766788,0.0,0.0
0.16512,0.006631596516,-0.006617101656,-1.403615002E-5,-0.006178890288,0.00550737691,6.719735879E-4,0.0,0.0
0.16608,0.007464431917,-0.005178536133,-0.00228538406,-0.006728692892,0.004083274674,0.002645866282,0.0,0.0
