1,0,15381,47363,17401,50879,65517,60,0,0
2,960,24417,37989,9495,58175,64387,2138,0,0
3,1920,34207,28143,3690,63177,60402,6981,0,0
4,2880,43867,18714,509,65435,53922,14152,0,0
5,3840,52525,10554,240,64744,45534,23003,0,0
6,4800,59400,4398,2907,61166,35992,32736,0,0
7,5760,63871,803,8268,55026,26160,42471,0,0
8,6720,65535,92,15841,46876,16924,51331,0,0
9,7680,64240,2332,24942,37453,9118,58515,0,0
10,8640,60105,7318,34748,27607,3447,63374,0,0
11,9600,53503,14601,44375,18227,423,65471,0,0
12,10560,45028,23524,52954,10160,319,64615,0,0
13,11520,35447,33280,59710,4134,3144,60885,0,0
14,12480,25625,42990,64034,693,8643,54616,0,0
15,13440,16447,51777,65535,147,16320,46375,0,0
16,14400,8743,58848,64077,2547,25481,36906,0,0
17,15360,3208,63563,59793,7674,35301,27063,0,0
18,16320,341,65499,53068,15067,44891,17735,0,0
19,17280,401,64479,44511,24059,53388,9764,0,0
20,18240,3384,60596,34893,33836,60023,3869,0,0
21,19200,9019,54201,25083,43517,64197,584,0,0
22,20160,16799,45870,15966,52228,65535,203,0,0
23,21120,26020,36357,8365,59183,63914,2762,0,0
24,22080,35850,26519,2967,63753,59482,8030,0,0
25,23040,45402,17244,258,65526,52638,15530,0,0
26,24000,53814,9371,484,64342,44001,24587,0,0
27,24960,60326,3609,3623,60309,34350,34382,0,0
28,25920,64351,479,9393,53789,24555,44032,0,0
29,26880,65524,263,17273,45372,15503,52664,0,0
30,27840,63741,2981,26551,35817,8008,59501,0,0
31,28800,59163,8388,36389,25987,2749,63924,0,0
32,29760,52201,15995,45900,16770,199,65535,0,0
33,30720,43486,25115,54225,8996,590,64187,0,0
34,31680,33803,34926,60613,3369,3885,60004,0,0
35,32640,24027,44542,64487,396,9788,53362,0,0
36,33600,15040,53094,65497,346,17765,44860,0,0
37,34560,7653,59811,63552,3222,27096,35268,0,0
38,35520,2534,64087,58827,8765,36939,25449,0,0
39,36480,145,65535,51750,16476,46406,16291,0,0
40,37440,700,64024,42959,25657,54641,8620,0,0
41,38400,4150,59692,33247,35481,60902,3130,0,0
42,39360,10184,52928,23492,45059,64623,314,0,0
43,40320,18257,44345,14573,53529,65469,428,0,0
44,41280,27639,34715,7297,60124,63363,3462,0,0
45,42240,37485,24910,2319,64250,58494,9141,0,0
46,43200,46905,15814,89,65535,51304,16953,0,0
47,44160,55049,8247,809,63861,42440,26192,0,0
48,45120,61182,2894,4414,59381,32703,36025,0,0
49,46080,64750,237,10577,52499,22972,45563,0,0
50,47040,65431,516,18744,43836,14125,53947,0,0
51,48000,63164,3706,28175,34174,6961,60419,0,0
52,48960,58153,9519,38021,24385,2127,64395,0,0
53,49920,50851,17431,47392,15353,58,65515,0,0
54,50880,41916,26726,55443,7893,943,63680,0,0
55,51840,32156,36566,61446,2679,4700,59054,0,0
56,52800,22451,46063,64860,181,10991,52055,0,0
57,53760,13678,54360,65376,625,19248,43315,0,0
