1,0,33976,41135,30545,25966,58072,6526,0,0
2,960,34341,40699,29906,26656,61640,3749,0,0
3,1920,34847,40131,29311,27277,62826,3416,0,0
4,2880,35448,39481,28814,27774,61522,5557,0,0
5,3840,36091,38809,28459,28100,57847,9978,0,0
6,4800,36717,38175,28279,28227,52132,16279,0,0
7,5760,37270,37637,28289,28143,44895,23892,0,0
8,6720,37699,37243,28490,27855,36789,32127,0,0
9,7680,37966,37030,28862,27391,28547,40241,0,0
10,8640,38046,37015,29373,26791,20915,47498,0,0
11,9600,37933,37201,29975,26109,14583,53243,0,0
12,10560,37636,37571,30615,25408,10123,56956,0,0
13,11520,37183,38092,31235,24752,7939,58301,0,0
14,12480,36614,38716,31779,24198,8228,57156,0,0
15,13440,35981,39386,32196,23798,10964,53624,0,0
16,14400,35341,40043,32451,23587,15901,48024,0,0
17,15360,34751,40627,32519,23585,22592,40862,0,0
18,16320,34266,41085,32395,23792,30432,32787,0,0
19,17280,33929,41376,32090,24189,38712,24527,0,0
20,18240,33771,41473,31630,24740,46684,16830,0,0
21,19200,33805,41367,31059,25396,53627,10392,0,0
22,20160,34029,41069,30427,26097,58914,5796,0,0
23,21120,34423,40604,29792,26780,62065,3457,0,0
24,22080,34951,40016,29210,27383,62797,3587,0,0
25,23040,35565,39356,28735,27851,61042,6176,0,0
26,24000,36209,38686,28410,28143,56958,10989,0,0
27,24960,36827,38065,28264,28231,50916,17591,0,0
28,25920,37360,37549,28310,28108,43461,25386,0,0
29,26880,37763,37186,28544,27785,35266,33669,0,0
30,27840,37997,37008,28945,27291,27073,41691,0,0
31,28800,38042,37031,29477,26670,19622,48727,0,0
32,29760,37894,37253,30091,25979,13587,54140,0,0
33,30720,37566,37655,30732,25280,9514,57441,0,0
34,31680,37088,38199,31343,24637,7772,58330,0,0
35,32640,36502,38837,31867,24108,8517,56726,0,0
36,33600,35863,39511,32258,23739,11684,52775,0,0
37,34560,35227,40160,32481,23566,16985,46833,0,0
38,35520,34652,40726,32514,23603,23943,39437,0,0
39,36480,34190,41156,32355,23847,31928,31255,0,0
40,37440,33884,41413,32018,24277,40219,23027,0,0
41,38400,33760,41473,31535,24853,48065,15497,0,0
42,39360,33829,41331,30947,25523,54759,9346,0,0
43,40320,34087,40998,30310,26227,59694,5130,0,0
44,41280,34508,40507,29679,26901,62423,3232,0,0
45,42240,35056,39899,29112,27484,62701,3823,0,0
46,43200,35681,39232,28661,27924,60501,6850,0,0
47,44160,36326,38565,28367,28180,56022,12041,0,0
48,45120,36933,37958,28255,28230,49669,18926,0,0
49,46080,37447,37466,28336,28068,42015,26884,0,0
50,47040,37822,37134,28602,27710,33752,35194,0,0
51,48000,38023,36991,29031,27188,25627,43106,0,0
52,48960,38033,37052,29582,26548,18375,49905,0,0
53,49920,37850,37309,30207,25850,12651,54974,0,0
54,50880,37492,37741,30848,25155,8973,57857,0,0
55,51840,36990,38308,31448,24527,7673,58290,0,0
56,52800,36389,38959,31952,24022,8871,56235,0,0
57,53760,35745,39635,32315,23687,12457,51877,0,0
58,54720,35115,40274,32505,23551,18109,45609,0,0
59,55680,34556,40820,32503,23627,25315,37998,0,0
60,56640,34119,41222,32310,23908,33425,29730,0,0
61,57600,33843,41445,31944,24368,41705,21554,0,0
62,58560,33754,41468,31437,24967,49407,14209,0,0
63,59520,33859,41289,30835,25650,55835,8358,0,0
64,60480,34148,40924,30193,26355,60408,4532,0,0
65,61440,34597,40406,29569,27019,62712,3077,0,0
66,62400,35164,39782,29018,27581,62537,4125,0,0
67,63360,35798,39108,28592,27991,59901,7581,0,0
68,64320,36441,38446,28328,28211,55039,13135,0,0
69,65280,37036,37854,28251,28222,48392,20284,0,0
70,66240,37529,37387,28366,28023,40559,28383,0,0
71,67200,37876,37087,28665,27631,32249,36699,0,0
72,68160,38044,36981,29120,27082,24213,44482,0,0
73,69120,38019,37078,29689,26426,17177,51027,0,0
74,70080,37802,37370,30322,25721,11776,55742,0,0
75,71040,37414,37831,30962,25032,8501,58201,0,0
76,72000,36890,38419,31549,24420,7646,58180,0,0
77,72960,36276,39081,32033,23942,9291,55681,0,0
78,73920,35629,39756,32367,23640,13286,50930,0,0
79,74880,35006,40385,32523,23542,19271,44354,0,0
80,75840,34464,40910,32487,23656,26706,36547,0,0
81,76800,34053,41283,32260,23973,34919,28216,0,0
82,77760,33808,41471,31865,24463,43168,20113,0,0
83,78720,33753,41457,31336,25084,50706,12971,0,0
84,79680,33893,41242,30722,25777,56854,7435,0,0
85,80640,34214,40846,30077,26482,61054,4006,0,0
86,81600,34688,40303,29461,27133,62927,2996,0,0
87,82560,35272,39664,28928,27673,62303,4495,0,0
88,83520,35914,38986,28528,28052,59238,8369,0,0
89,84480,36554,38330,28295,28236,54009,14270,0,0
90,85440,37136,37755,28252,28209,47086,21663,0,0
91,86400,37607,37314,28402,27972,39097,29881,0,0
92,87360,37924,37046,28732,27548,30762,38182,0,0
93,88320,38059,36976,29212,26974,22835,45815,0,0
94,89280,37998,37110,29798,26302,16032,52090,0,0
95,90240,37749,37436,30438,25593,10968,56440,0,0
96,91200,37333,37925,31073,24912,8102,58471,0,0
97,92160,36787,38532,31648,24318,7692,57998,0,0
98,93120,36162,39202,32108,23867,9778,55063,0,0
99,94080,35513,39876,32414,23600,14169,49932,0,0
100,95040,34900,40492,32536,23539,20471,43067,0,0
101,96000,34377,40994,32465,23691,28114,35088,0,0
102,96960,33992,41338,32206,24043,36408,26716,0,0
103,97920,33779,41491,31783,24562,44603,18707,0,0
104,98880,33759,41440,31234,25202,51958,11786,0,0
105,99840,33933,41190,30609,25904,57810,6578,0,0
106,100800,34284,40763,29963,26606,61629,3555,0,0
107,101760,34783,40198,29356,27244,63068,2990,0,0
108,102720,35382,39545,28843,27760,61998,4935,0,0
109,103680,36029,38864,28469,28107,58515,9215,0,0
110,104640,36665,38216,28268,28255,52932,15445,0,0
111,105600,37232,37660,28260,28189,45755,23061,0,0
112,106560,37680,37246,28443,27916,37630,31376,0,0
113,107520,37967,37011,28803,27461,29293,39639,0,0
114,108480,38068,36978,29306,26863,21495,47102,0,0
115,109440,37973,37148,29908,26178,14943,53091,0,0
116,110400,37691,37506,30553,25467,10229,57065,0,0
