"Time","Subsystem #1|Branch Currents|BRK_6_1_I_A","Subsystem #1|Branch Currents|BRK_6_1_I_B","Subsystem #1|Branch Currents|BRK_6_1_I_C","Subsystem #1|Branch Currents|BRK_6_2_I_A","Subsystem #1|Branch Currents|BRK_6_2_I_B","Subsystem #1|Branch Currents|BRK_6_2_I_C","Subsystem #1|CTLs|Vars|flt_enabled","Subsystem #1|CTLs|Vars|relay_protection"
0.0,0.005803066638,0.001417012285,-0.007219532172,-0.00468846747,-0.001898961788,0.006587831169,0.0,0.0
9.6E-4,0.004059814174,0.003586573349,-0.007645839339,-0.00302084775,-0.003747667066,0.006768930216,0.0,0.0
0.00192,0.00195006109,0.005432356964,-0.007381864187,-0.001080394085,-0.005257985869,0.006338795311,0.0,0.0
0.00288,-3.357433442E-4,0.006787746631,-0.006451453438,9.577345139E-4,-0.006293606702,0.005336285391,0.0,0.0
0.00384,-0.002591246329,0.007530370549,-0.004938577924,0.002909518138,-0.006760996651,0.003851880814,0.0,0.0
0.0048,-0.00461286529,0.007593219742,-0.002979805291,0.00459880436,-0.006618014936,0.002019599865,0.0,0.0
0.00576,-0.006218089421,0.006970609134,-7.519749268E-4,0.005873119413,-0.005877532372,4.833911049E-6,0.0,0.0
0.00672,-0.007262018453,0.005718740081,0.001543819028,0.006617379356,-0.004606407955,-0.002010547195,0.0,0.0
0.00768,-0.007650427047,0.003950615834,0.003700324669,0.006764418625,-0.002919387754,-0.003844585805,0.0,0.0
0.00864,-0.007348230913,0.001825868168,0.005522890945,0.006300963307,-9.687569857E-4,-0.005331775199,0.0,0.0
0.0096,-0.006382720119,-4.637027651E-4,0.006846969036,0.005268853809,0.001069385558,-0.006337833991,0.0,0.0
0.01056,-0.004841066215,-0.002711441915,0.007553037484,0.003761258194,0.003011069971,-0.006771917516,0.0,0.0
0.01152,-0.002862414306,-0.004714417834,0.007577383654,0.001914268921,0.004681030497,-0.006594880997,0.0,0.0
